WKT,uniqueid,start_nid,end_nid,oneway,osmid,length,type,lanes,maxspeed,capacity,fft
"LINESTRING (-122.2032819 37.8404468,-122.2031008 37.8405156,-122.2029104 37.8405432,-122.2026918 37.8405464,-122.2025309 37.8405347,-122.2023632 37.8404934,-122.2021969 37.840468,-122.2021178 37.8404818,-122.2020749 37.8405051,-122.2020408 37.8405613,-122.2020145 37.8406194,-122.2019421 37.840666,-122.201808 37.8407232,-122.2016712 37.840773,-122.2016176 37.8408249,-122.2016296 37.840899,-122.2016819 37.8409552,-122.2021634 37.841256,-122.202446 37.8414063)","988","1695","355","0","6394075",265.965,tertiary,"1","30","900",19.83159157
"LINESTRING (-122.203766 37.8411035,-122.2035068 37.8407519,-122.2032819 37.8404468)","989","355","356","0","6342660",84.494,residential,"1","30","900",6.30026694533333
"LINESTRING (-122.2470364 37.8430362,-122.2469016 37.8429852,-122.24564 37.8424861,-122.2454518 37.8424439)","990","358","357","0","6342718",154.209,residential,"1","30","900",11.498542682
"LINESTRING (-122.2470364 37.8430362,-122.2467787 37.8434446,-122.2467525 37.8434866)","991","1100","357","0","280308277",55.944,primary,"3","30","2700",4.171445712
"LINESTRING (-122.2470364 37.8430362,-122.2473306 37.8425605,-122.2473792 37.8424826,-122.247435 37.8423932)","992","90","357","0","280308277",79.606,primary,"3","30","2700",5.93579485466667
"LINESTRING (-122.2454518 37.8424439,-122.24564 37.8424861,-122.2469016 37.8429852,-122.2470364 37.8430362)","993","357","358","0","6342718",154.209,residential,"1","30","900",11.498542682
"LINESTRING (-122.2454518 37.8424439,-122.2453452 37.8425372,-122.2450244 37.8430387)","994","708","358","0","6384919",76.448,residential,"1","30","900",5.70031963733333
"LINESTRING (-122.2454518 37.8424439,-122.2451521 37.8425806,-122.2444908 37.8428305)","995","649","358","0","755799045",94.766,residential,"1","30","900",7.06619520133333
"LINESTRING (-122.2454518 37.8424439,-122.2456073 37.8424137,-122.2465387 37.8420468)","996","91","358","0","755799045",105.459,residential,"1","30","900",7.863515182
"LINESTRING (-122.2262121 37.8451631,-122.2255097 37.8446475)","997","170","359","0","6343199",84.208,residential,"1","30","900",6.27894145066667
"LINESTRING (-122.2528504 37.854865,-122.2528424 37.8547805,-122.2527787 37.8541578,-122.2527613 37.8539801,-122.2527536 37.8539017)","998","517","360","0","201989358",107.451,tertiary,"2","25","1800",9.6144575976
"LINESTRING (-122.2528504 37.854865,-122.252858 37.8549456,-122.252933 37.8557013,-122.2529372 37.8557381,-122.2529389 37.8557551)","999","1324","360","0","201989358",99.28,tertiary,"2","25","1800",8.883336128
"LINESTRING (-122.2641477 37.8533649,-122.264291 37.8540793)","1000","354","361","0","25315896",80.428,residential,"1","25","900",7.1965044128
"LINESTRING (-122.2641477 37.8533649,-122.2631723 37.8534895,-122.2630904 37.8535)","1001","362","361","0","6344484",94.036,residential,"1","25","900",8.4141155936
"LINESTRING (-122.2641477 37.8533649,-122.2661082 37.8531096,-122.2661361 37.8531058,-122.2662304 37.853094)","1002","1291","361","0","6344484",185.322,residential,"1","25","900",16.5821677872
"LINESTRING (-122.2641477 37.8533649,-122.264019 37.8527731,-122.2640097 37.8527278,-122.2640113 37.8526982)","1003","992","361","0","25315896",75.165,residential,"1","25","900",6.725583804
"LINESTRING (-122.2630904 37.8535,-122.262031 37.8536371)","1004","1305","362","0","6344484",94.254,residential,"1","25","900",8.4336217104
"LINESTRING (-122.2630904 37.8535,-122.2631723 37.8534895,-122.2641477 37.8533649)","1005","361","362","0","6344484",94.036,residential,"1","25","900",8.4141155936
"LINESTRING (-122.2630904 37.8535,-122.2631042 37.8535672,-122.2635135 37.8555742,-122.2635118 37.855601,-122.2635066 37.8556848)","1006","670","362","0","25316471",245.926,residential,"1","25","900",22.0048682576
"LINESTRING (-122.2599844 37.8537271,-122.2599642 37.8538764)","1007","363","854","1","21466380",16.696,secondary,"2","25","1200",1.4939180096
"LINESTRING (-122.2599844 37.8537271,-122.2600814 37.8537338)","1008","1302","363","0","427182574",8.549,residential,"1","25","900",0.7649440024
"LINESTRING (-122.2599844 37.8537271,-122.2598887 37.8537259,-122.2598646 37.8537256,-122.2593901 37.853786,-122.2586006 37.8538891,-122.2585699 37.8538931,-122.2585031 37.8539023)","1009","364","363","0","16260976",131.66,residential,"1","25","900",11.780620816
"LINESTRING (-122.2585031 37.8539023,-122.2585699 37.8538931,-122.2586006 37.8538891,-122.2593901 37.853786,-122.2598646 37.8537256,-122.2598887 37.8537259,-122.2599844 37.8537271)","1010","363","364","0","16260976",131.66,residential,"1","25","900",11.780620816
"LINESTRING (-122.2585031 37.8539023,-122.2584902 37.8538394,-122.2584785 37.8537887)","1011","794","364","0","209307271",12.815,residential,"1","25","900",1.146655444
"LINESTRING (-122.2585031 37.8539023,-122.258611 37.854428,-122.2586338 37.8545424,-122.2586479 37.8546113)","1012","143","364","0","209307271",79.856,residential,"1","25","900",7.1453232256
"LINESTRING (-122.2563027 37.854073,-122.2557577 37.8541465)","1013","366","365","0","10376538",48.542,residential,"1","25","900",4.3434216592
"LINESTRING (-122.2563027 37.854073,-122.2563766 37.8544369)","1014","1250","365","0","209305480",40.981,residential,"1","25","900",3.6668815256
"LINESTRING (-122.2563027 37.854073,-122.2563777 37.8540637,-122.2572965 37.853941,-122.2574651 37.8539185,-122.2574772 37.8539169,-122.2577197 37.8538861,-122.2583994 37.8537988,-122.2584785 37.8537887)","1015","794","365","0","10376538",193.629,residential,"1","25","900",17.3254582104
"LINESTRING (-122.2563027 37.854073,-122.2562924 37.8540201,-122.2561922 37.8535372,-122.2561854 37.8535063)","1016","1011","365","0","37888792",63.85,residential,"1","25","900",5.71314476
"LINESTRING (-122.2557577 37.8541465,-122.2563027 37.854073)","1017","365","366","0","10376538",48.542,residential,"1","25","900",4.3434216592
"LINESTRING (-122.2557577 37.8541465,-122.2557048 37.8535834,-122.2556998 37.8535195)","1018","570","366","0","6400670",69.905,residential,"1","25","900",6.254931628
"LINESTRING (-122.2557577 37.8541465,-122.255861 37.8551843,-122.255897 37.8556008,-122.2559002 37.8556384,-122.2559035 37.8556821)","1019","681","366","0","430147771",171.232,residential,"1","25","900",15.3214284032
"LINESTRING (-122.2522968 37.8494319,-122.2521744 37.8493724,-122.2519927 37.8494186,-122.251854 37.849461,-122.2509931 37.8497332)","1020","367","311","1","6344549",123.863,residential,"1","30","900",9.23580330733333
"LINESTRING (-122.2522968 37.8494319,-122.2524597 37.8494127,-122.2527547 37.849374)","1021","1426","367","0","6350339",40.718,residential,"1","30","900",3.03612409733333
"LINESTRING (-122.2522968 37.8494319,-122.2524378 37.8492498,-122.2524901 37.8491836,-122.2525484 37.8491111,-122.2535008 37.8479294)","1022","1554","367","0","281365722",197.711,secondary,"4","25","2401",17.6907057736
"LINESTRING (-122.2522968 37.8494319,-122.252271 37.8492399,-122.2522443 37.8490164,-122.2522249 37.8488179)","1023","195","367","0","417704473",68.569,tertiary,"3","20","2700",7.669236943
"LINESTRING (-122.2522968 37.8494319,-122.2521968 37.8495504,-122.2519835 37.8498218)","1024","1565","367","0","785854260",51.351,secondary,"4","25","2401",4.5947642376
"LINESTRING (-122.2522968 37.8494319,-122.2523258 37.849622,-122.2523557 37.849883)","1025","1424","367","0","1176515344",50.431,tertiary,"3","20","2700",5.640556057
"LINESTRING (-122.249662 37.8501601,-122.2501938 37.8512237)","1026","528","368","0","6359245",127.151,residential,"1","30","900",9.48097193133333
"LINESTRING (-122.249662 37.8501601,-122.2489252 37.8503913)","1027","369","368","0","22960962",69.613,residential,"1","30","900",5.19067014066667
"LINESTRING (-122.249662 37.8501601,-122.2503996 37.8499271)","1028","312","368","0","22960962",69.753,residential,"1","30","900",5.201109194
"LINESTRING (-122.2489252 37.8503913,-122.249662 37.8501601)","1029","368","369","0","22960962",69.613,residential,"1","30","900",5.19067014066667
"LINESTRING (-122.2489252 37.8503913,-122.2489569 37.8504546,-122.2492217 37.8509807,-122.2492519 37.8510428)","1030","1840","369","0","6383899",77.917,residential,"1","30","900",5.80985513266667
"LINESTRING (-122.2489252 37.8503913,-122.2488959 37.8503296,-122.2487977 37.8500874,-122.2487581 37.8499195,-122.2487501 37.8497893,-122.2487206 37.8493373,-122.2487098 37.8492346)","1031","662","369","0","6383899",130.877,residential,"1","30","900",9.75879987933333
"LINESTRING (-122.2489252 37.8503913,-122.248195 37.8506251,-122.2481245 37.8506476)","1032","370","369","0","22960962",75.859,residential,"1","30","900",5.65640104866667
"LINESTRING (-122.2481245 37.8506476,-122.2477872 37.8502155)","1033","429","370","0","6395962",56.441,residential,"1","30","900",4.20850435133333
"LINESTRING (-122.2481245 37.8506476,-122.2484195 37.8510177,-122.2484417 37.8510891,-122.2484302 37.8511378,-122.2483894 37.8511782,-122.248329 37.851194,-122.2482365 37.8511993,-122.247755 37.8511845,-122.2476578 37.8511729,-122.2475619 37.8511421,-122.2475015 37.8511024,-122.2474318 37.851041,-122.2472239 37.850834,-122.2471684 37.8507446,-122.2471562 37.8506545,-122.2471857 37.8505623,-122.2472501 37.8504771,-122.2477872 37.8502155)","1034","429","370","0","6395962",285.423,residential,"1","30","900",21.282470854
"LINESTRING (-122.2481245 37.8506476,-122.248195 37.8506251,-122.2489252 37.8503913)","1035","369","370","0","22960962",75.859,residential,"1","30","900",5.65640104866667
"LINESTRING (-122.2569599 37.857999,-122.2570021 37.8579257,-122.2570132 37.8579065,-122.2570345 37.8578316,-122.2570401 37.8577379,-122.257029 37.8576402,-122.2569362 37.8571321)","1036","1047","371","0","6344564",98.257,residential,"2","25","1800",8.7918005432
"LINESTRING (-122.2569599 37.857999,-122.2569179 37.8580682,-122.2569052 37.8580891,-122.2568937 37.8581748,-122.2568953 37.8582839,-122.2569494 37.8588532)","1037","347","371","0","6344566",96.307,residential,"1","25","900",8.6173192232
"LINESTRING (-122.2569599 37.857999,-122.2567721 37.8580224,-122.2557973 37.8581505,-122.2557008 37.8581631)","1038","442","371","0","164659477",112.035,residential,"1","25","900",10.024622916
